################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Post first-round Questionnaire
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants after the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what did you do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: did you vote sincerely? (t = yes / f = no)
# * Column 15: did you vote strategically? (t = yes / f = no)
# * Column 16: did you have another motivation? (free text)
# * Column 17: now that you know the results of the first round, do you think you did the right choice?
#   (-2 = not at all / -1 = rather not / 1 = rather yes / 2 = absolutely)
# * Column 18: if you could revote, what would you do? (vote for candidate X / blanc = blank /
#   abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 19: if you are noty satisfied, is it because you should have voted sincerely? (t = yes / f = no)
# * Column 20: if you are noty satisfied, is it because you should have voted strategically? (t = yes / f = no)
# * Column 21: if you are noty satisfied, is it for another reason? (free text)
# * Column 22: What do you plan to do for the second round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 23: vote is a right (t = yes / f = no)
# * Column 24: vote is a duty (t = yes / f = no)
# * Column 25: vote is a chance (t = yes / f = no)
# * Column 26: vote is useful (t = yes / f = no)
# * Column 27: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 28: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 29: gender (h = male / f = female)
# * Column 30: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 31: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
"Voter","Appreciation Approval","Appreciation Evaluation 0/1/2","Appreciation Evaluation 0/1/2/3","Appreciation Evaluation -1/0/1/2","Appreciation Evaluation -1/0/1","Appreciation Borda 4","Appreciation STV 4-11","Appreciation STV 1-11","Appreciation Evaluation Continuous","Appreciation Condorcet","Appreciation two round majority","official vote","I voted sincerely","I voted strategically","Other motivation","Regret evaluation","I should have voted...","I should have voted sincerely","I should have voted strategically","I should have voted otherwise","second round","vote is a right","vote is a duty","vote is a chance","vote is useful","left right","age","gender","studies","socioprofessional"
"Voter 30261","(NP)","1","(NP)","(NP)","1","(NP)","2","(NP)","","","-1","Jean-Luc Mélenchon","f","f","C'est la candidat qui avait le moins d'idées contraires aux miennes","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","18-29","h","superieur","etudiant"
"Voter 30262","2","(NP)","(NP)","2","(NP)","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","t","0","18-29","h","superieur","etudiant"
"Voter 30263","0","(NP)","(NP)","(NP)","0","(NP)","(NP)","0","","","1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","","5","18-29","h","superieur","etudiant"
"Voter 30264","1","(NP)","(NP)","(NP)","2","1","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","ne se prononce pas","t","t","t","f","2","18-29","h","superieur","prive"
"Voter 30265","1","(NP)","(NP)","(NP)","-1","(NP)","(NP)","0","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","f","t","","30-39","h","superieur","autre"
"Voter 30266","-2","(NP)","(NP)","-2","(NP)","-2","(NP)","(NP)","","","2","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","","t","t","","6","+70","f","secondaire","retraite"
"Voter 30267","0","(NP)","(NP)","(NP)","1","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","f","t","f","t","1","18-29","h","superieur","etudiant"
"Voter 30268","2","(NP)","(NP)","2","(NP)","(NP)","1","(NP)","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","t","2","30-39","h","superieur","chomage"
"Voter 30269","(NP)","(NP)","","","(NP)","(NP)","","(NP)","","","","blanc","f","f","","1","blanc","f","f","","Emmanuel Macron","t","t","t","t","4","18-29","f","superieur","etudiant"
"Voter 30270","","(NP)","","(NP)","(NP)","(NP)","","(NP)","","","","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","2","18-29","f","superieur","public"
"Voter 30271","(NP)","(NP)","1","1","(NP)","1","(NP)","(NP)","","","","Benoît Hamon","t","f","","2","Jean-Luc Mélenchon","f","t","","blanc","t","t","t","t","3","40-49","h","superieur","public"
"Voter 30272","(NP)","0","(NP)","(NP)","1","-1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","f","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","40-49","h","superieur","public"
"Voter 30273","(NP)","(NP)","1","1","(NP)","1","(NP)","(NP)","","","-2","François Asselineau","t","f","","2","François Asselineau","f","f","","blanc","t","f","f","f","","40-49","h","superieur","public"
"Voter 30274","(NP)","-1","(NP)","(NP)","0","(NP)","(NP)","1","","","1","Marine Le Pen","t","f","","2","Marine Le Pen","f","f","","Marine Le Pen","t","t","t","t","8","18-29","h","superieur","etudiant"
"Voter 30275","0","(NP)","-1","(NP)","(NP)","(NP)","(NP)","1","","","0","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","4","30-39","h","superieur","prive"
"Voter 30276","(NP)","2","(NP)","(NP)","2","-1","(NP)","(NP)","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","4","18-29","h","superieur","etudiant"
"Voter 30277","(NP)","(NP)","-2","-2","(NP)","(NP)","(NP)","-1","","","-2","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","","Emmanuel Macron","t","t","f","t","3","30-39","h","superieur","public"
"Voter 30278","(NP)","(NP)","1","1","(NP)","(NP)","1","(NP)","","","-1","Emmanuel Macron","f","t","","2","Emmanuel Macron","t","f","","Emmanuel Macron","t","t","t","t","3","40-49","h","superieur","prive"
"Voter 30279","(NP)","(NP)","1","2","(NP)","(NP)","2","(NP)","","","-1","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","t","3","18-29","f","superieur","liberal"
"Voter 30280","0","(NP)","(NP)","0","(NP)","(NP)","(NP)","1","","","0","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","30-39","h","superieur","prive"
"Voter 30281","0","(NP)","(NP)","(NP)","2","-2","(NP)","(NP)","","","-1","Emmanuel Macron","f","f","Pour ne pas avoir un Fillon vs LePen au second tour","1","Jean-Luc Mélenchon","f","f","JLM n'était pas si loin de gagner, mais à cause des sondages j'ai choisi Macron","Emmanuel Macron","t","t","t","t","7","18-29","h","superieur","etudiant"
"Voter 30282","1","(NP)","(NP)","1","(NP)","(NP)","(NP)","1","","","-1","François Fillon","t","f","","2","François Fillon","f","f","","Emmanuel Macron","t","t","","","7","40-49","h","superieur","prive"
"Voter 30283","0","(NP)","(NP)","1","(NP)","(NP)","(NP)","-1","","","-1","Jean Lassalle","t","f","","2","Jean-Luc Mélenchon","f","t","","abstention","t","t","f","f","5","18-29","h","superieur","prive"
"Voter 30284","1","(NP)","(NP)","1","(NP)","(NP)","-1","(NP)","","","1","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","3","30-39","f","superieur","prive"
"Voter 30285","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","-1","","","-2","Jean-Luc Mélenchon","f","t","Rejet des partis traditionnels","1","abstention","f","f","Il faudrait un autre système électoral qui permette de mieux exprimer son avis, ses idées","blanc","t","","","f","3","40-49","f","superieur","public"
"Voter 30286","0","(NP)","0","(NP)","(NP)","(NP)","(NP)","-1","","","-1","Benoît Hamon","t","f","","1","François Fillon","f","t","","Emmanuel Macron","t","t","t","t","5","30-39","f","superieur","chomage"
"Voter 30287","1","(NP)","(NP)","2","(NP)","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","f","2","18-29","h","superieur","etudiant"
"Voter 30288","1","(NP)","(NP)","1","(NP)","(NP)","(NP)","0","","","0","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","6","18-29","h","superieur","etudiant"
"Voter 30289","1","(NP)","1","(NP)","(NP)","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","1","18-29","h","superieur","etudiant"
"Voter 30290","(NP)","(NP)","0","0","(NP)","1","(NP)","(NP)","","","1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","2","40-49","h","secondaire","liberal"
"Voter 30291","(NP)","1","(NP)","(NP)","0","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Marine Le Pen","t","f","t","t","","18-29","h","superieur","etudiant"
"Voter 30292","(NP)","(NP)","1","1","(NP)","(NP)","-1","(NP)","","","-2","non inscrit","f","f","","","","f","f","","non inscrit","t","f","t","t","2","18-29","f","secondaire","etudiant"
"Voter 30293","-1","(NP)","(NP)","2","(NP)","(NP)","(NP)","0","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","f","3","30-39","h","superieur","prive"
"Voter 30294","1","(NP)","(NP)","2","(NP)","(NP)","1","(NP)","","","-1","Emmanuel Macron","f","f","Vote utile : je pensais qu'Hamon ne passerait pas , et pas question de Lepen et Fillon","1","Benoît Hamon","t","f","","Emmanuel Macron","t","t","t","t","1","30-39","f","superieur","liberal"
"Voter 30295","0","(NP)","(NP)","0","(NP)","(NP)","0","(NP)","","","-2","Benoît Hamon","t","f","","-2","abstention","f","f","J'aurai jamais du participer à ces âneries. vivement une mise à jour démocratique...","abstention","t","t","f","f","","18-29","h","nspp","nspp"
"Voter 30296","(NP)","(NP)","0","0","(NP)","(NP)","(NP)","0","","","0","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","","","0","50-59","f","superieur","public"
"Voter 30297","(NP)","(NP)","1","0","(NP)","(NP)","(NP)","1","","","-1","non inscrit","f","f","","","","f","f","","","","","t","t","3","nspp","h","superieur","etudiant"
"Voter 30298","(NP)","(NP)","1","1","(NP)","(NP)","(NP)","2","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","f","f","2","18-29","h","superieur","etudiant"
"Voter 30299","0","(NP)","(NP)","(NP)","-1","(NP)","(NP)","1","","","-1","Jean Lassalle","f","f","Par élimination. Celui qui s'est fait éliminer le - vite.","1","Jean Lassalle","f","f","","Emmanuel Macron","t","t","t","t","6","30-39","f","superieur","prive"
"Voter 30300","(NP)","(NP)","0","0","(NP)","0","(NP)","(NP)","","","-1","François Fillon","t","f","","-1","Nicolas Dupont-Aignan","t","f","","Marine Le Pen","t","t","t","t","8","40-49","h","superieur","nspp"
"Voter 30301","-1","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","","","-2","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","0","18-29","h","superieur","prive"
"Voter 30302","2","(NP)","(NP)","(NP)","1","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","f","f","t","0","40-49","f","superieur","public"
"Voter 30303","(NP)","1","(NP)","(NP)","0","(NP)","-2","(NP)","","","0","Emmanuel Macron","f","f","Le moins mauvais ?","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","f","t","t","8","50-59","h","superieur","prive"
"Voter 30304","(NP)","(NP)","-1","-1","(NP)","2","(NP)","(NP)","","","1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","f","0","18-29","f","superieur","chomage"
"Voter 30305","2","(NP)","(NP)","1","(NP)","(NP)","0","(NP)","","","-2","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","","t","t","t","t","1","18-29","f","superieur","public"
"Voter 30306","(NP)","0","(NP)","(NP)","0","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","2","30-39","h","superieur","public"
"Voter 30307","2","(NP)","(NP)","2","(NP)","(NP)","(NP)","1","","","-1","Emmanuel Macron","t","f","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","f","superieur","etudiant"
"Voter 30308","(NP)","0","(NP)","(NP)","-1","-1","(NP)","(NP)","","","1","Emmanuel Macron","t","f","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","f","5","18-29","f","superieur","etudiant"
"Voter 30309","(NP)","1","(NP)","(NP)","1","(NP)","(NP)","1","","","-1","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","abstention","","","","","","","","",""
"Voter 30310","1","(NP)","(NP)","(NP)","-1","(NP)","-1","(NP)","","","-1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","7","18-29","f","superieur","prive"
"Voter 30311","(NP)","(NP)","1","0","(NP)","(NP)","(NP)","2","","","-1","non inscrit","f","f","","","Nathalie Arthaud","f","f","","non inscrit","t","t","t","t","2","18-29","h","superieur","public"
"Voter 30312","1","(NP)","(NP)","2","(NP)","(NP)","0","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","1","18-29","f","superieur","public"
"Voter 30313","1","(NP)","(NP)","(NP)","2","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","40-49","h","superieur","prive"
"Voter 30314","(NP)","(NP)","-2","1","(NP)","(NP)","1","(NP)","","","1","François Asselineau","t","f","","1","François Asselineau","f","t","","Marine Le Pen","t","","","","8","18-29","h","superieur","etudiant"
"Voter 30315","1","(NP)","(NP)","(NP)","2","(NP)","(NP)","2","","","-2","Jean-Luc Mélenchon","f","f","Le candidat pour lequel il me paraissait le moins absurde de voter","2","Jean-Luc Mélenchon","f","f","","blanc","t","","","","0","40-49","h","superieur","public"
"Voter 30316","(NP)","-1","(NP)","(NP)","-1","(NP)","1","(NP)","","","0","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","30-39","h","superieur","public"
"Voter 30317","1","(NP)","1","(NP)","(NP)","(NP)","(NP)","2","","","-1","Benoît Hamon","t","f","","-1","Jean-Luc Mélenchon","f","t","","Emmanuel Macron","t","t","t","t","2","40-49","f","superieur","liberal"
"Voter 30318","(NP)","(NP)","0","0","(NP)","(NP)","(NP)","1","","","-1","Nicolas Dupont-Aignan","t","f","","","","f","f","","","t","t","t","t","7","18-29","f","secondaire","etudiant"
"Voter 30319","","(NP)","(NP)","(NP)","","","(NP)","(NP)","","","","Emmanuel Macron","t","f","","1","","f","f","","Emmanuel Macron","t","t","t","t","6","18-29","h","superieur","public"
"Voter 30320","2","(NP)","(NP)","(NP)","-1","0","(NP)","(NP)","","","1","Marine Le Pen","f","f","C'est selon moi la meilleur permis les moins bons.","1","Marine Le Pen","f","f","J'aurais dû voter blanc mais celui-ci n'est pas reconnu","Marine Le Pen","t","t","t","t","5","18-29","f","superieur","prive"
"Voter 30321","0","(NP)","1","(NP)","(NP)","0","(NP)","(NP)","","","2","François Fillon","t","f","","2","François Fillon","f","f","","Emmanuel Macron","t","t","t","t","8","18-29","f","superieur","public"
"Voter 30322","(NP)","0","(NP)","(NP)","0","(NP)","(NP)","1","","","-2","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","f","t","t","0","30-39","f","superieur","public"
"Voter 30323","1","(NP)","(NP)","(NP)","2","(NP)","(NP)","1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","t","f","","Emmanuel Macron","t","f","t","t","3","18-29","h","superieur","etudiant"
"Voter 30324","2","(NP)","-1","(NP)","(NP)","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","30-39","f","superieur","liberal"
"Voter 30325","(NP)","(NP)","1","2","(NP)","(NP)","(NP)","-1","","","-1","Emmanuel Macron","f","t","","1","blanc","t","f","","Emmanuel Macron","t","t","t","","4","18-29","f","superieur","chomage"
"Voter 30326","(NP)","(NP)","1","-1","(NP)","(NP)","0","(NP)","","","1","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","f","2","18-29","h","superieur","etudiant"
"Voter 30327","0","(NP)","1","(NP)","(NP)","(NP)","(NP)","2","","","-1","non inscrit","f","f","","-2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","h","superieur","etudiant"
"Voter 30328","","(NP)","(NP)","(NP)","","(NP)","(NP)","","","","","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","","","","","","40-49","","superieur","public"
"Voter 30329","0","(NP)","(NP)","1","(NP)","(NP)","1","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","2","30-39","f","superieur","etudiant"
"Voter 30330","(NP)","0","(NP)","(NP)","0","1","(NP)","(NP)","","","0","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","ne se prononce pas","t","t","t","t","5","30-39","f","superieur","chomage"
"Voter 30331","(NP)","2","(NP)","(NP)","1","2","(NP)","(NP)","","","2","Emmanuel Macron","t","t","","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","30-39","f","superieur","prive"
"Voter 30332","(NP)","(NP)","1","1","(NP)","(NP)","0","(NP)","","","0","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","","","","t","3","30-39","h","superieur","prive"
"Voter 30333","(NP)","","(NP)","(NP)","-1","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","f","1","50-59","h","superieur","liberal"
"Voter 30334","(NP)","(NP)","-1","1","(NP)","(NP)","","(NP)","","","0","Emmanuel Macron","f","f","Pae elimination","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","18-29","f","superieur","prive"
"Voter 30335","0","(NP)","(NP)","1","(NP)","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","","t","","","0","18-29","h","superieur","prive"
"Voter 30336","1","(NP)","(NP)","(NP)","-1","(NP)","2","(NP)","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","f","5","18-29","f","superieur","prive"
"Voter 30337","-1","(NP)","(NP)","-1","(NP)","-1","(NP)","(NP)","","","-2","Benoît Hamon","t","t","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","2","18-29","h","superieur","prive"
"Voter 30338","1","(NP)","0","(NP)","(NP)","(NP)","(NP)","0","","","0","Emmanuel Macron","f","t","","1","ne se prononce pas","f","f","","Emmanuel Macron","t","t","t","t","3","40-49","f","superieur","prive"
"Voter 30339","0","(NP)","2","(NP)","(NP)","(NP)","1","(NP)","","","-2","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","blanc","t","t","t","t","3","18-29","f","secondaire","prive"
"Voter 30340","-1","(NP)","1","(NP)","(NP)","(NP)","(NP)","0","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","1","40-49","f","superieur","public"
"Voter 30341","","(NP)","(NP)","","(NP)","(NP)","(NP)","","","","1","Emmanuel Macron","f","t","","2","","f","f","","Emmanuel Macron","t","t","t","t","1","+70","h","secondaire","retraite"
"Voter 30342","-1","(NP)","1","(NP)","(NP)","(NP)","2","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","Je suis totalement satisfaite de mon vote citoyen et engagé.","blanc","t","t","t","t","","18-29","f","superieur","prive"
"Voter 30343","1","(NP)","(NP)","1","(NP)","(NP)","(NP)","0","","","-2","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","f","2","18-29","h","superieur","etudiant"
"Voter 30344","1","(NP)","(NP)","(NP)","2","(NP)","(NP)","2","","","-1","Jean-Luc Mélenchon","f","t","","2","Jean-Luc Mélenchon","t","f","","blanc","t","t","t","t","2","18-29","f","superieur","etudiant"
"Voter 30345","(NP)","1","(NP)","(NP)","1","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","f","t","J'ai voté pour le programme de Hamon en mettant un bulletin Mélenchon...","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","40-49","h","superieur","prive"
"Voter 30346","-1","(NP)","(NP)","-1","(NP)","(NP)","-1","(NP)","","","-2","Jean-Luc Mélenchon","f","f","Choix pragmatique vis à vis du contexte actuel en France et dans le monde","2","Jean-Luc Mélenchon","f","f","Aucun candidat n'est parfaitement aligné sur mes idées","Emmanuel Macron","t","f","f","f","5","18-29","h","superieur","prive"
"Voter 30347","0","(NP)","1","(NP)","(NP)","(NP)","1","(NP)","","","-1","Jean-Luc Mélenchon","f","t","","1","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","3","18-29","f","superieur","etudiant"
"Voter 30348","0","(NP)","(NP)","(NP)","-1","1","(NP)","(NP)","","","1","François Fillon","f","t","","-1","blanc","t","f","","ne se prononce pas","t","t","t","t","7","18-29","h","superieur","etudiant"
"Voter 30349","(NP)","1","(NP)","(NP)","-2","(NP)","-2","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","1","Jean-Luc Mélenchon","f","f","","abstention","t","t","t","f","5","18-29","h","secondaire","chomage"
"Voter 30350","1","(NP)","(NP)","1","(NP)","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","f","t","","1","Benoît Hamon","f","t","","blanc","t","t","t","t","5","18-29","f","superieur","prive"
"Voter 30351","(NP)","(NP)","1","2","(NP)","(NP)","(NP)","1","","","-1","Emmanuel Macron","f","t","Le mieux placé pour éviter un second tour Fillon Le Pen","2","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","5","40-49","h","superieur","liberal"
"Voter 30352","-1","(NP)","(NP)","1","(NP)","1","(NP)","(NP)","","","1","abstention","f","f","","","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","","18-29","f","superieur","etudiant"
"Voter 30353","(NP)","2","(NP)","(NP)","2","(NP)","(NP)","-1","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","t","f","","abstention","t","f","f","t","1","18-29","f","superieur","etudiant"
"Voter 30354","0","(NP)","(NP)","-1","(NP)","(NP)","(NP)","2","","","-2","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","f","3","30-39","f","superieur","liberal"
"Voter 30355","-1","(NP)","(NP)","0","(NP)","1","(NP)","(NP)","","","-2","abstention","f","f","","2","abstention","f","f","","Emmanuel Macron","t","f","t","f","5","18-29","f","superieur","prive"
"Voter 30356","1","(NP)","-1","(NP)","(NP)","-1","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","abstention","t","f","t","f","0","18-29","f","primaire","etudiant"
"Voter 30357","(NP)","(NP)","0","-2","(NP)","1","(NP)","(NP)","","","-1","Benoît Hamon","t","f","","1","Benoît Hamon","f","f","","Emmanuel Macron","t","t","f","f","3","18-29","f","superieur","etudiant"
"Voter 30358","(NP)","1","(NP)","(NP)","1","-2","(NP)","(NP)","","","-1","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","f","t","t","5","30-39","f","superieur","prive"
"Voter 30359","1","(NP)","(NP)","(NP)","0","-2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","2","18-29","h","superieur","prive"
"Voter 30360","0","(NP)","(NP)","(NP)","0","(NP)","0","(NP)","","","0","Benoît Hamon","t","f","","2","Benoît Hamon","f","f","","Emmanuel Macron","t","t","t","t","3","30-39","h","superieur","prive"
"Voter 30361","1","(NP)","2","(NP)","(NP)","(NP)","1","(NP)","","","-1","Emmanuel Macron","f","t","","1","Emmanuel Macron","f","f","","Emmanuel Macron","t","t","t","t","6","18-29","h","superieur","prive"
"Voter 30362","2","(NP)","(NP)","(NP)","2","(NP)","1","(NP)","","","1","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","3","30-39","h","superieur","prive"
"Voter 30363","(NP)","(NP)","1","1","(NP)","2","(NP)","(NP)","","","-1","Jean-Luc Mélenchon","t","f","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","2","18-29","h","superieur","prive"
"Voter 30364","(NP)","2","(NP)","(NP)","1","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","Emmanuel Macron","t","t","t","t","7","18-29","h","superieur","prive"
"Voter 30365","(NP)","(NP)","1","1","(NP)","1","(NP)","(NP)","","","-2","Jean-Luc Mélenchon","t","t","","2","Jean-Luc Mélenchon","f","f","","blanc","t","t","t","t","5","18-29","h","secondaire","autre"
