################################################################################
# Voter Autrement 2017
################################################################################
#
# This dataset Voter Autrement is made available under the Open Database
# License: http://opendatacommons.org/licenses/odbl/1.0/. Any rights in
# individual contents of the database are licensed under the Database
# Contents License: http://opendatacommons.org/licenses/dbcl/1.0/
#
# Antoinette Baujard, GATE Lyon Saint-Étienne, Université Jean Monnet, Saint-Étienne
# Renaud Blanch, LIG, Univ. Grenoble-Alpes
# Sylvain Bouveret, LIG, Univ. Grenoble-Alpes
# François Durand, LAMSADE, Université Paris-Dauphine
# Herrade Igersheim, CNRS, BETA, Université de Strasbourg
# Jérôme Lang, LAMSADE CNRS, Université Paris-Dauphine
# Annick Laruelle, UPV-EHU, Universidad del País Vasco
# Jean-François Laslier, CNRS, Paris School of Economics
# Isabelle Lebon, CREM, Universités Caen-Normandie et Rennes 1
# Vincent Merlin, CNRS, CREM, Universités Caen-Normandie et Rennes 1
#
################################################################################
#
# Dataset: Online experiment Questionnaire.
# Format: CSV with header
#
# The questionnaire filled-in by the participants at the end of the experiment (version
# proposed to the participants before the first round of the official election)
# For most questions, the participants were free not to answer at all (empty value)
# or explicitly they do not want to answer (value "nspp").
#
# * Column 1: Voter number
# * Colums 2-12: Appreciation of voting methods (-2, -1, 0, 1, 2) (NP) means that the
#   voter did not test this method. No value means that the voter did not answer.
#   - Column 2: Approval
#   - Column 3: Evaluation 0/1/2
#   - Column 4: Evaluation 0/1/2/3
#   - Column 5: Evaluation -1/0/1/2
#   - Column 6: Evaluation -1/0/1
#   - Column 7: Borda 4
#   - Column 8: STV 4-11
#   - Column 9: STV 1-11
#   - Column 10: Evaluation Continuous
#   - Column 11: Condorcet
#   - Column 12: two round majority
# * Column 13: what do you plan to do at the first round of the official election?
#   (vote for candidate X / blanc = blank / abstention = abstain / ni = I do not have the right to vote / nspp)
# * Column 14: vote is a right (t = yes / f = no)
# * Column 15: vote is a duty (t = yes / f = no)
# * Column 16: vote is a chance (t = yes / f = no)
# * Column 17: vote is useful (t = yes / f = no)
# * Column 18: evaluate your position on a left / right axis (0 = left ... 10 = right)
# * Column 19: age group (18-29, 30-39, 40-49, 50-59, 60-69, 70)
# * Column 20: gender (h = male / f = female)
# * Column 21: level of education (primaire = basic / secondaire = intermediate / superieur = higher)
# * Column 22: socio-professional category (liberal = "profession libérale", approximately self-employed
#   independent profession / prive = employee in the private sector /
#   public = employee in the public sector / chomage = unemployed / etudiant = student / autre = other)
#
################################################################################
Voter,Appreciation Approval,Appreciation Evaluation 0/1/2,Appreciation Evaluation 0/1/2/3,Appreciation Evaluation -1/0/1/2,Appreciation Evaluation -1/0/1,Appreciation Borda 4,Appreciation STV 4-11,Appreciation STV 1-11,Appreciation Evaluation Continuous,Appreciation Condorcet,Appreciation two round majority,official vote,vote is a right,vote is a duty,vote is a chance,vote is useful,left right,age,gender,studies,socioprofessional
Voter 3791,(NP),(NP),1,1,(NP),0,(NP),(NP),,,-1,Jacques Cheminade,t,t,t,t,5,30-39,f,superieur,public
Voter 3792,2,(NP),0,(NP),(NP),(NP),0,(NP),,,0,Jean-Luc Mélenchon,t,t,t,t,0,18-29,h,superieur,public
Voter 3793,-2,(NP),-2,(NP),(NP),(NP),-2,(NP),,,2,Benoît Hamon,t,t,t,t,3,30-39,h,superieur,public
Voter 3794,(NP),(NP),-1,1,(NP),(NP),(NP),1,,,-2,abstention,t,t,f,f,6,30-39,h,superieur,public
Voter 3795,(NP),-1,(NP),(NP),1,(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,5,18-29,h,superieur,prive
Voter 3796,0,(NP),(NP),(NP),0,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,f,t,2,30-39,f,superieur,prive
Voter 3797,-1,(NP),,(NP),(NP),(NP),-1,(NP),,,-1,incertitude,t,t,t,t,3,50-59,f,superieur,public
Voter 3798,-1,(NP),2,(NP),(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,f,f,2,18-29,f,superieur,etudiant
Voter 3799,1,(NP),(NP),(NP),1,2,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,0,18-29,h,superieur,etudiant
Voter 3800,0,(NP),(NP),(NP),0,(NP),0,(NP),,,2,Emmanuel Macron,t,t,t,t,5,60-69,h,superieur,retraite
Voter 3801,(NP),1,(NP),(NP),1,(NP),2,(NP),,,-2,Emmanuel Macron,t,t,t,t,3,50-59,f,superieur,public
Voter 3802,1,(NP),(NP),1,(NP),(NP),1,(NP),,,0,Jean-Luc Mélenchon,t,t,t,,0,18-29,f,superieur,etudiant
Voter 3803,1,(NP),(NP),0,(NP),(NP),(NP),1,,,1,Emmanuel Macron,t,t,t,t,4,30-39,h,superieur,public
Voter 3804,1,(NP),(NP),(NP),-1,2,(NP),(NP),,,2,incertitude,t,t,t,t,3,40-49,h,superieur,public
Voter 3805,1,(NP),-1,(NP),(NP),(NP),2,(NP),,,-1,Benoît Hamon,t,t,t,t,8,18-29,h,superieur,etudiant
Voter 3806,(NP),-1,(NP),(NP),-1,(NP),(NP),1,,,-1,Benoît Hamon,t,,,,3,40-49,f,superieur,public
Voter 3807,-1,(NP),(NP),1,(NP),(NP),1,(NP),,,1,Benoît Hamon,t,t,t,t,4,30-39,f,superieur,prive
Voter 3808,0,(NP),(NP),(NP),0,0,(NP),(NP),,,0,Jean-Luc Mélenchon,t,t,t,t,3,40-49,h,superieur,prive
Voter 3809,(NP),(NP),1,1,(NP),(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,,t,2,18-29,f,superieur,public
Voter 3810,1,(NP),(NP),2,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,,2,30-39,h,superieur,public
Voter 3811,1,(NP),(NP),1,(NP),(NP),(NP),0,,,-1,Benoît Hamon,t,t,f,t,2,40-49,h,superieur,public
Voter 3812,(NP),1,(NP),(NP),1,(NP),2,(NP),,,-1,Benoît Hamon,t,t,t,t,5,40-49,h,superieur,prive
Voter 3813,(NP),(NP),-1,-1,(NP),(NP),2,(NP),,,0,Benoît Hamon,t,t,t,t,2,30-39,h,superieur,liberal
Voter 3814,-1,(NP),(NP),(NP),2,1,(NP),(NP),,,-2,Benoît Hamon,t,f,t,t,2,30-39,h,superieur,public
Voter 3815,2,(NP),(NP),(NP),-1,(NP),2,(NP),,,-1,incertitude,t,t,t,t,3,30-39,h,superieur,prive
Voter 3816,1,(NP),(NP),1,(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,t,3,30-39,h,superieur,autre
Voter 3817,1,(NP),1,(NP),(NP),(NP),(NP),1,,,1,Benoît Hamon,t,t,t,t,2,40-49,h,superieur,autre
Voter 3818,1,(NP),(NP),(NP),-1,(NP),1,(NP),,,1,François Fillon,t,f,t,t,8,18-29,h,superieur,etudiant
Voter 3819,(NP),(NP),1,1,(NP),(NP),(NP),1,,,0,blanc,t,t,t,t,6,30-39,f,superieur,prive
Voter 3820,1,(NP),(NP),(NP),1,(NP),1,(NP),,,1,Emmanuel Macron,t,f,t,f,3,18-29,h,superieur,prive
Voter 3821,1,(NP),0,(NP),(NP),-1,(NP),(NP),,,0,Emmanuel Macron,t,t,t,t,5,18-29,h,superieur,liberal
Voter 3822,0,(NP),(NP),(NP),1,2,(NP),(NP),,,-2,Emmanuel Macron,t,f,t,,7,30-39,h,superieur,autre
Voter 3823,1,(NP),1,(NP),(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,f,t,t,0,18-29,h,superieur,etudiant
Voter 3824,(NP),(NP),,,(NP),(NP),,(NP),,,,Emmanuel Macron,,,,,,60-69,h,superieur,public
Voter 3825,1,(NP),(NP),1,(NP),(NP),(NP),0,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,40-49,h,superieur,public
Voter 3826,(NP),(NP),0,0,(NP),(NP),0,(NP),,,0,Jean-Luc Mélenchon,t,t,t,t,1,30-39,h,superieur,public
Voter 3827,(NP),1,(NP),(NP),0,(NP),(NP),1,,,0,Jean-Luc Mélenchon,t,t,t,t,5,18-29,h,superieur,prive
Voter 3828,1,(NP),(NP),1,(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,f,2,40-49,h,superieur,prive
Voter 3829,(NP),1,(NP),(NP),-1,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,f,t,f,2,18-29,f,superieur,public
Voter 3830,-1,(NP),2,(NP),(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,0,40-49,f,superieur,public
Voter 3831,0,(NP),0,(NP),(NP),(NP),0,(NP),,,0,Jean-Luc Mélenchon,t,f,t,t,3,30-39,h,superieur,nspp
Voter 3832,,(NP),,(NP),(NP),,(NP),(NP),,,,Jean-Luc Mélenchon,,t,,t,1,30-39,h,superieur,chomage
Voter 3833,(NP),(NP),0,0,(NP),(NP),(NP),1,,,1,Emmanuel Macron,t,t,t,t,5,40-49,h,superieur,prive
Voter 3834,(NP),(NP),-1,1,(NP),1,(NP),(NP),,,-2,Benoît Hamon,t,t,t,t,3,18-29,h,superieur,public
Voter 3835,1,(NP),(NP),0,(NP),(NP),(NP),-1,,,1,François Asselineau,t,t,t,t,2,30-39,f,superieur,public
Voter 3836,(NP),1,(NP),(NP),1,(NP),-1,(NP),,,,Emmanuel Macron,t,,t,t,6,18-29,h,superieur,etudiant
Voter 3837,1,(NP),(NP),1,(NP),(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,f,2,30-39,f,superieur,prive
Voter 3838,1,(NP),(NP),(NP),1,(NP),(NP),1,,,0,Jean-Luc Mélenchon,t,t,t,f,2,18-29,h,superieur,public
Voter 3839,(NP),-1,(NP),(NP),1,(NP),1,(NP),,,-1,Emmanuel Macron,t,t,t,t,6,18-29,h,superieur,public
Voter 3840,(NP),(NP),1,1,(NP),(NP),(NP),-1,,,1,Benoît Hamon,t,,t,t,3,40-49,h,superieur,public
Voter 3841,0,(NP),(NP),(NP),0,2,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,,,,1,18-29,h,superieur,etudiant
Voter 3842,(NP),(NP),1,1,(NP),(NP),(NP),1,,,-2,abstention,t,f,f,f,5,60-69,h,superieur,liberal
Voter 3843,-2,(NP),(NP),1,(NP),(NP),0,(NP),,,-1,Benoît Hamon,t,,t,t,3,50-59,h,superieur,prive
Voter 3844,(NP),(NP),1,1,(NP),(NP),-1,(NP),,,1,Benoît Hamon,t,t,t,f,3,18-29,h,superieur,etudiant
Voter 3845,(NP),0,(NP),(NP),0,1,(NP),(NP),,,-1,Emmanuel Macron,t,t,f,t,4,18-29,f,superieur,chomage
Voter 3846,(NP),1,(NP),(NP),0,2,(NP),(NP),,,,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,public
Voter 3847,(NP),1,(NP),(NP),1,-1,(NP),(NP),,,-2,Benoît Hamon,,t,,,2,18-29,f,superieur,prive
Voter 3848,(NP),0,(NP),(NP),2,1,(NP),(NP),,,-2,Benoît Hamon,t,f,t,t,1,18-29,h,superieur,prive
Voter 3849,(NP),(NP),1,1,(NP),2,(NP),(NP),,,-1,Benoît Hamon,t,f,t,t,2,18-29,h,superieur,public
Voter 3850,1,(NP),(NP),(NP),2,2,(NP),(NP),,,1,Benoît Hamon,t,t,t,t,2,30-39,h,superieur,public
Voter 3851,(NP),-1,(NP),(NP),1,(NP),(NP),1,,,-2,Emmanuel Macron,t,t,t,t,4,18-29,h,superieur,prive
Voter 3852,(NP),1,(NP),(NP),1,(NP),(NP),1,,,-1,Benoît Hamon,t,t,t,t,2,40-49,h,superieur,public
Voter 3853,1,(NP),1,(NP),(NP),1,(NP),(NP),,,2,Marine Le Pen,t,t,f,t,10,18-29,h,superieur,etudiant
Voter 3854,,(NP),(NP),,(NP),,(NP),(NP),,,-2,abstention,f,f,f,f,0,18-29,h,superieur,etudiant
Voter 3855,1,(NP),(NP),(NP),1,1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,,,2,50-59,f,superieur,prive
Voter 3856,1,(NP),(NP),(NP),1,(NP),-2,(NP),,,-1,Emmanuel Macron,t,t,t,t,5,30-39,h,superieur,prive
Voter 3857,1,(NP),1,(NP),(NP),(NP),0,(NP),,,-1,Benoît Hamon,t,t,t,t,3,18-29,f,superieur,etudiant
Voter 3858,1,(NP),(NP),0,(NP),(NP),(NP),-1,,,1,incertitude,t,f,t,t,2,18-29,f,superieur,chomage
Voter 3859,-1,(NP),(NP),1,(NP),(NP),(NP),2,,,-1,Benoît Hamon,t,f,t,t,5,18-29,f,superieur,public
Voter 3860,(NP),0,(NP),(NP),0,(NP),(NP),1,,,-2,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,prive
Voter 3861,1,(NP),1,(NP),(NP),(NP),(NP),1,,,-1,Emmanuel Macron,t,t,f,t,4,40-49,h,superieur,public
Voter 3862,1,(NP),(NP),1,(NP),(NP),1,(NP),,,-1,Benoît Hamon,t,f,t,t,2,18-29,f,superieur,public
Voter 3863,(NP),0,(NP),(NP),0,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,1,18-29,h,superieur,etudiant
Voter 3864,(NP),(NP),0,0,(NP),0,(NP),(NP),,,-1,Jean-Luc Mélenchon,,,t,,2,60-69,h,superieur,retraite
Voter 3865,2,(NP),(NP),(NP),0,(NP),(NP),-1,,,-1,Jean Lassalle,t,t,t,t,8,30-39,h,secondaire,prive
Voter 3866,(NP),0,(NP),(NP),0,(NP),(NP),1,,,-1,incertitude,t,t,t,t,2,40-49,f,superieur,public
Voter 3867,-1,(NP),-1,(NP),(NP),(NP),1,(NP),,,1,Jean-Luc Mélenchon,t,t,f,t,2,30-39,h,superieur,prive
Voter 3868,,(NP),(NP),,(NP),(NP),(NP),,,,-1,François Fillon,t,t,t,t,7,40-49,h,superieur,prive
Voter 3869,1,(NP),(NP),2,(NP),1,(NP),(NP),,,-2,Emmanuel Macron,t,t,f,t,5,18-29,h,superieur,public
Voter 3870,1,(NP),(NP),(NP),0,1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,f,f,f,2,30-39,h,superieur,prive
Voter 3871,(NP),2,(NP),(NP),0,(NP),1,(NP),,,0,Benoît Hamon,t,t,t,t,4,18-29,h,superieur,etudiant
Voter 3872,1,(NP),(NP),(NP),1,(NP),1,(NP),,,-1,Benoît Hamon,t,t,t,t,3,40-49,h,superieur,liberal
Voter 3873,(NP),1,(NP),(NP),1,1,(NP),(NP),,,0,Jean-Luc Mélenchon,t,f,t,t,4,40-49,h,superieur,public
Voter 3874,1,(NP),(NP),(NP),0,(NP),(NP),0,,,-2,Jean-Luc Mélenchon,t,t,f,t,0,18-29,h,superieur,public
Voter 3875,2,(NP),-1,(NP),(NP),1,(NP),(NP),,,-2,Emmanuel Macron,t,t,t,f,6,18-29,h,superieur,prive
Voter 3876,(NP),0,(NP),(NP),0,(NP),-2,(NP),,,1,Benoît Hamon,t,f,f,f,2,18-29,f,superieur,nspp
Voter 3877,(NP),(NP),-1,2,(NP),(NP),(NP),2,,,-2,Benoît Hamon,t,t,t,t,2,18-29,h,superieur,prive
Voter 3878,(NP),(NP),0,-1,(NP),(NP),1,(NP),,,0,Emmanuel Macron,t,t,t,f,5,18-29,f,superieur,autre
Voter 3879,1,(NP),(NP),-1,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,18-29,h,superieur,chomage
Voter 3880,1,(NP),(NP),1,(NP),1,(NP),(NP),,,-2,Benoît Hamon,t,t,t,f,0,30-39,h,superieur,public
Voter 3881,(NP),-1,(NP),(NP),-1,(NP),(NP),-1,,,-2,blanc,t,t,t,t,2,18-29,h,superieur,prive
Voter 3882,1,(NP),0,(NP),(NP),(NP),(NP),1,,,-1,Emmanuel Macron,t,t,t,t,7,30-39,h,superieur,prive
Voter 3883,(NP),(NP),-1,-1,(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,f,f,f,2,40-49,h,superieur,prive
Voter 3884,(NP),(NP),-2,-2,(NP),(NP),2,(NP),,,2,Emmanuel Macron,t,t,t,t,5,40-49,h,superieur,nspp
Voter 3885,2,(NP),(NP),1,(NP),(NP),1,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,50-59,f,superieur,autre
Voter 3886,1,(NP),(NP),(NP),1,(NP),1,(NP),,,-1,Benoît Hamon,t,f,f,f,3,18-29,h,superieur,etudiant
Voter 3887,1,(NP),(NP),2,(NP),(NP),1,(NP),,,-2,Benoît Hamon,t,t,t,f,2,30-39,h,superieur,public
Voter 3888,(NP),1,(NP),(NP),1,(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,t,t,3,18-29,h,superieur,prive
Voter 3889,1,(NP),0,(NP),(NP),1,(NP),(NP),,,-1,Benoît Hamon,t,t,t,f,1,40-49,h,superieur,public
Voter 3890,2,(NP),(NP),(NP),2,(NP),1,(NP),,,-2,Benoît Hamon,t,t,t,t,0,30-39,h,superieur,prive
Voter 3891,0,(NP),(NP),(NP),0,(NP),0,(NP),,,-2,abstention,f,f,f,f,0,18-29,h,superieur,etudiant
Voter 3892,(NP),1,(NP),(NP),1,(NP),0,(NP),,,0,Jean-Luc Mélenchon,t,t,t,t,1,18-29,h,superieur,etudiant
Voter 3893,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,18-29,f,superieur,liberal
Voter 3894,2,(NP),1,(NP),(NP),(NP),(NP),1,,,-1,incertitude,t,f,t,f,5,18-29,h,superieur,prive
Voter 3895,(NP),1,(NP),(NP),1,1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,18-29,h,superieur,etudiant
Voter 3896,(NP),1,(NP),(NP),1,1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,,,1,60-69,h,secondaire,retraite
Voter 3897,1,(NP),(NP),-1,(NP),1,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,t,4,60-69,h,superieur,public
Voter 3898,(NP),1,(NP),(NP),1,(NP),(NP),-1,,,-1,incertitude,t,f,f,f,2,30-39,h,superieur,prive
Voter 3899,0,(NP),(NP),0,(NP),(NP),(NP),0,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,18-29,h,superieur,public
Voter 3900,-1,(NP),1,(NP),(NP),(NP),(NP),-1,,,-2,Jean-Luc Mélenchon,t,f,t,f,0,18-29,h,superieur,public
Voter 3901,(NP),1,(NP),(NP),1,(NP),(NP),2,,,-2,incertitude,t,t,t,t,1,18-29,h,superieur,liberal
Voter 3902,(NP),1,(NP),(NP),1,(NP),(NP),1,,,-1,Benoît Hamon,t,t,t,t,0,30-39,f,secondaire,prive
Voter 3903,(NP),(NP),1,1,(NP),(NP),(NP),1,,,-1,Benoît Hamon,t,t,t,t,5,30-39,h,superieur,prive
Voter 3904,1,(NP),(NP),1,(NP),(NP),-2,(NP),,,-2,Emmanuel Macron,t,t,f,f,5,30-39,f,superieur,prive
Voter 3905,1,(NP),(NP),1,(NP),2,(NP),(NP),,,-1,Benoît Hamon,,t,t,,4,50-59,f,superieur,public
Voter 3906,(NP),1,(NP),(NP),0,1,(NP),(NP),,,1,Emmanuel Macron,t,t,t,t,2,18-29,f,superieur,etudiant
Voter 3907,1,(NP),(NP),(NP),1,(NP),2,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,f,2,18-29,h,superieur,etudiant
Voter 3908,1,(NP),(NP),1,(NP),1,(NP),(NP),,,1,Benoît Hamon,t,t,f,t,3,50-59,h,superieur,public
Voter 3909,1,(NP),(NP),1,(NP),(NP),0,(NP),,,,incertitude,,,,,,,,,
Voter 3910,1,(NP),(NP),1,(NP),1,(NP),(NP),,,-1,blanc,t,t,t,f,5,18-29,h,superieur,etudiant
Voter 3911,-1,(NP),(NP),(NP),-1,(NP),(NP),2,,,-2,incertitude,t,f,t,t,3,30-39,h,superieur,public
Voter 3912,1,(NP),(NP),(NP),0,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,t,t,t,2,18-29,h,superieur,public
Voter 3913,,(NP),,(NP),(NP),1,(NP),(NP),,,1,Emmanuel Macron,,,t,,5,+70,h,superieur,retraite
Voter 3914,0,(NP),(NP),0,(NP),(NP),0,(NP),,,2,François Fillon,t,t,t,t,8,60-69,h,superieur,retraite
Voter 3915,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,,f,,1,18-29,h,superieur,etudiant
Voter 3916,1,(NP),(NP),(NP),-2,0,(NP),(NP),,,0,Emmanuel Macron,t,,,t,3,50-59,f,superieur,autre
Voter 3917,(NP),-1,(NP),(NP),0,2,(NP),(NP),,,-1,Benoît Hamon,t,t,t,t,3,30-39,f,superieur,nspp
Voter 3918,2,(NP),-1,(NP),(NP),-1,(NP),(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,public
Voter 3919,1,(NP),(NP),(NP),-1,(NP),(NP),0,,,-1,Benoît Hamon,t,t,t,t,4,40-49,f,superieur,liberal
Voter 3920,0,(NP),1,(NP),(NP),1,(NP),(NP),,,-1,Benoît Hamon,,,t,,8,+70,f,superieur,retraite
Voter 3921,0,(NP),(NP),(NP),0,(NP),(NP),0,,,1,Emmanuel Macron,t,t,t,t,6,30-39,h,superieur,liberal
Voter 3922,(NP),(NP),1,1,(NP),(NP),1,(NP),,,0,Benoît Hamon,t,t,t,t,4,30-39,h,superieur,liberal
Voter 3923,2,(NP),(NP),(NP),1,1,(NP),(NP),,,-1,Benoît Hamon,t,t,t,t,3,40-49,h,superieur,public
Voter 3924,1,(NP),2,(NP),(NP),1,(NP),(NP),,,-1,Emmanuel Macron,t,t,t,,5,18-29,f,superieur,prive
Voter 3925,(NP),(NP),0,0,(NP),2,(NP),(NP),,,1,Jean-Luc Mélenchon,t,t,t,t,8,18-29,h,superieur,prive
Voter 3926,2,(NP),(NP),0,(NP),1,(NP),(NP),,,1,Jean-Luc Mélenchon,t,t,t,t,2,40-49,h,superieur,public
Voter 3927,(NP),(NP),1,1,(NP),(NP),(NP),-1,,,-1,Benoît Hamon,t,t,t,f,2,40-49,h,superieur,liberal
Voter 3928,(NP),0,(NP),(NP),0,1,(NP),(NP),,,-2,incertitude,t,,t,,,18-29,h,superieur,public
Voter 3929,0,(NP),(NP),1,(NP),(NP),(NP),-2,,,-2,Jean-Luc Mélenchon,t,f,f,f,1,18-29,h,superieur,public
Voter 3930,0,(NP),(NP),1,(NP),(NP),0,(NP),,,0,ne se prononce pas,t,t,t,t,2,18-29,h,superieur,nspp
Voter 3931,(NP),(NP),2,1,(NP),(NP),(NP),2,,,-1,Jean-Luc Mélenchon,t,t,t,f,2,18-29,h,superieur,etudiant
Voter 3932,1,(NP),(NP),(NP),-2,(NP),1,(NP),,,1,Emmanuel Macron,,t,,t,3,50-59,f,nspp,autre
Voter 3933,(NP),(NP),0,0,(NP),(NP),(NP),0,,,0,Emmanuel Macron,t,t,t,t,7,18-29,h,superieur,prive
Voter 3934,(NP),(NP),1,1,(NP),(NP),(NP),-1,,,-1,Jean Lassalle,t,t,t,f,3,40-49,f,superieur,liberal
Voter 3935,0,(NP),(NP),0,(NP),-1,(NP),(NP),,,0,Emmanuel Macron,t,t,t,t,4,40-49,f,superieur,public
Voter 3936,1,(NP),(NP),(NP),1,(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,,t,,4,40-49,h,superieur,liberal
Voter 3937,-1,(NP),(NP),1,(NP),-1,(NP),(NP),,,-2,Benoît Hamon,t,t,f,t,5,18-29,h,superieur,autre
Voter 3938,1,(NP),(NP),-1,(NP),(NP),2,(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,1,30-39,h,superieur,public
Voter 3939,-2,(NP),(NP),(NP),1,(NP),0,(NP),,,-2,incertitude,t,t,t,t,5,18-29,f,superieur,etudiant
Voter 3940,1,(NP),-1,(NP),(NP),(NP),2,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,1,18-29,h,superieur,etudiant
Voter 3941,(NP),0,(NP),(NP),2,(NP),2,(NP),,,1,incertitude,t,t,t,t,4,40-49,f,superieur,public
Voter 3942,1,(NP),(NP),(NP),0,(NP),(NP),2,,,-2,Benoît Hamon,t,t,t,t,3,,h,superieur,etudiant
Voter 3943,1,(NP),(NP),-1,(NP),(NP),(NP),-1,,,1,incertitude,t,t,,,0,40-49,f,superieur,public
Voter 3944,(NP),1,(NP),(NP),1,(NP),(NP),1,,,-1,Jean-Luc Mélenchon,t,,,,,18-29,,superieur,public
Voter 3945,0,(NP),(NP),0,(NP),1,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,2,18-29,h,superieur,prive
Voter 3946,0,(NP),(NP),-2,(NP),1,(NP),(NP),,,-2,Benoît Hamon,t,t,f,t,8,50-59,h,superieur,prive
Voter 3947,1,(NP),(NP),(NP),-1,(NP),(NP),1,,,-1,Emmanuel Macron,,t,t,t,5,18-29,h,superieur,public
Voter 3948,(NP),0,(NP),(NP),1,(NP),1,(NP),,,-1,Benoît Hamon,t,f,f,f,1,18-29,f,secondaire,etudiant
Voter 3949,1,(NP),0,(NP),(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,t,t,t,2,30-39,h,superieur,prive
Voter 3950,(NP),-2,(NP),(NP),-2,(NP),(NP),1,,,0,Benoît Hamon,t,f,t,t,4,18-29,f,superieur,prive
Voter 3951,(NP),0,(NP),(NP),0,(NP),1,(NP),,,-2,incertitude,t,t,f,f,3,30-39,h,superieur,public
Voter 3952,(NP),1,(NP),(NP),1,(NP),0,(NP),,,-1,Benoît Hamon,t,t,t,t,3,18-29,f,superieur,prive
Voter 3953,(NP),2,(NP),(NP),0,(NP),1,(NP),,,0,Philippe Poutou,t,f,t,t,2,40-49,h,superieur,chomage
Voter 3954,0,(NP),(NP),(NP),1,(NP),(NP),1,,,-1,Nathalie Arthaud,t,,t,t,2,18-29,h,superieur,public
Voter 3955,1,(NP),(NP),-1,(NP),2,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,f,1,18-29,h,superieur,public
Voter 3956,(NP),(NP),2,1,(NP),(NP),(NP),0,,,-1,Emmanuel Macron,t,t,t,t,7,18-29,h,superieur,prive
Voter 3957,(NP),0,(NP),(NP),0,(NP),2,(NP),,,2,Emmanuel Macron,,t,t,,5,50-59,h,superieur,public
Voter 3958,0,(NP),(NP),1,(NP),(NP),0,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,1,30-39,h,superieur,liberal
Voter 3959,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-1,François Fillon,,t,,,2,+70,f,,retraite
Voter 3960,(NP),(NP),1,1,(NP),(NP),1,(NP),,,-2,abstention,f,f,f,t,5,30-39,nspp,superieur,public
Voter 3961,1,(NP),(NP),(NP),1,2,(NP),(NP),,,-1,Jean-Luc Mélenchon,t,t,t,t,0,18-29,f,superieur,etudiant
Voter 3962,(NP),(NP),0,-1,(NP),1,(NP),(NP),,,1,incertitude,t,t,t,t,6,30-39,h,superieur,etudiant
Voter 3963,2,(NP),(NP),2,(NP),(NP),0,(NP),,,2,Jean-Luc Mélenchon,t,t,t,t,5,18-29,h,superieur,prive
Voter 3964,(NP),(NP),1,1,(NP),(NP),(NP),2,,,-2,Jean-Luc Mélenchon,t,f,t,t,1,18-29,f,superieur,etudiant
Voter 3965,1,(NP),(NP),(NP),-1,(NP),1,(NP),,,-2,Jean-Luc Mélenchon,t,t,t,t,8,18-29,h,superieur,prive
Voter 3966,0,(NP),(NP),(NP),1,1,(NP),(NP),,,-2,incertitude,t,t,t,f,1,18-29,f,superieur,chomage
Voter 3967,1,(NP),(NP),(NP),0,(NP),1,(NP),,,-2,Philippe Poutou,t,t,t,t,0,30-39,f,superieur,liberal
